station_m	X_ref_m	Y_ref_m	psi_ref_rad	curvature_1pm	local_speed_limit_mps	vx_ref_mps	yaw_rate_ref_radps
0	0	0	0	0	15	15	0
0.25	0.25	0	0	0	15	15	0
0.5	0.5	0	0	0	15	15	0
0.75	0.75	0	0	0	15	15	0
1	1	0	0	0	15	15	0
1.25	1.25	0	0	0	15	15	0
1.5	1.5	0	0	0	15	15	0
1.75	1.75	0	0	0	15	15	0
2	2	0	0	0	15	15	0
2.25	2.25	0	0	0	15	15	0
2.5	2.5	0	0	0	15	15	0
2.75	2.75	0	0	0	15	15	0
3	3	0	0	0	15	15	0
3.25	3.25	0	0	0	15	15	0
3.5	3.5	0	0	0	15	15	0
3.75	3.75	0	0	0	15	15	0
4	4	0	0	0	15	15	0
4.25	4.25	0	0	0	15	15	0
4.5	4.5	0	0	0	15	15	0
4.75	4.75	0	0	0	15	15	0
5	5	0	0	0	15	15	0
5.25	5.25	0	0	0	15	15	0
5.5	5.5	0	0	0	15	15	0
5.75	5.75	0	0	0	15	15	0
6	6	0	0	0	15	15	0
6.25	6.25	0	0	0	15	15	0
6.5	6.5	0	0	0	15	15	0
6.75	6.75	0	0	0	15	15	0
7	7	0	0	0	15	15	0
7.25	7.25	0	0	0	15	15	0
7.5	7.5	0	0	0	15	15	0
7.75	7.75	0	0	0	15	15	0
8	8	0	0	0	15	15	0
8.25	8.25	0	0	0	15	15	0
8.5	8.5	0	0	0	15	15	0
8.75	8.75	0	0	0	15	15	0
9	9	0	0	0	15	15	0
9.25	9.25	0	0	0	15	15	0
9.5	9.5	0	0	0	15	15	0
9.75	9.75	0	0	0	15	15	0
10	10	0	0	0	15	15	0
10.25	10.25	0	0	0	15	15	0
10.5	10.5	0	0	0	15	15	0
10.75	10.75	0	0	0	15	15	0
11	11	0	0	0	15	15	0
11.25	11.25	0	0	0	15	15	0
11.5	11.5	0	0	0	15	15	0
11.75	11.75	0	0	0	15	15	0
12	12	0	0	0	15	15	0
12.25	12.25	0	0	0	15	15	0
12.5	12.5	0	0	0	15	15	0
12.75	12.75	0	0	0	15	15	0
13	13	0	0	0	15	15	0
13.25	13.25	0	0	0	15	15	0
13.5	13.5	0	0	0	15	15	0
13.75	13.75	0	0	0	15	15	0
14	14	0	0	0	15	15	0
14.25	14.25	0	0	0	15	15	0
14.5	14.5	0	0	0	15	15	0
14.75	14.75	0	0	0	15	15	0
15	15	0	0	0	15	15	0
15.25	15.25	0	0	0	15	15	0
15.5	15.5	0	0	0	15	15	0
15.75	15.75	0	0	0	15	15	0
16	16	0	0	0	15	15	0
16.25	16.25	0	0	0	15	15	0
16.5	16.5	0	0	0	15	15	0
16.75	16.75	0	0	0	15	15	0
17	17	0	0	0	15	15	0
17.25	17.25	0	0	0	15	15	0
17.5	17.5	0	0	0	15	15	0
17.75	17.75	0	0	0	15	15	0
18	18	0	0	0	15	15	0
18.25	18.25	0	0	0	15	15	0
18.5	18.5	0	0	0	15	15	0
18.75	18.75	0	0	0	15	15	0
19	19	0	0	0	15	15	0
19.25	19.25	0	0	0	15	15	0
19.5	19.5	0	0	0	15	15	0
19.75	19.75	0	0	0	15	15	0
20	20	0	0	0	15	15	0
20.25	20.25	0	0	0	15	15	0
20.5	20.5	0	0	0	15	15	0
20.75	20.75	0	0	0	15	15	0
21	21	0	0	0	15	15	0
21.25	21.25	0	0	0	15	15	0
21.5	21.5	0	0	0	15	15	0
21.75	21.75	0	0	0	15	15	0
22	22	0	0	0	15	15	0
22.25	22.25	0	0	0	15	15	0
22.5	22.5	0	0	0	15	15	0
22.75	22.75	0	0	0	15	15	0
23	23	0	0	0	15	15	0
23.25	23.25	0	0	0	15	15	0
23.5	23.5	0	0	0	15	15	0
23.75	23.75	0	0	0	15	15	0
24	24	0	0	0	15	15	0
24.25	24.25	0	0	0	15	15	0
24.5	24.5	0	0	0	15	15	0
24.75	24.75	0	0	0	15	15	0
25	25	0	0	0	15	15	0
25.25	25.25	0	0	0	15	15	0
25.5	25.5	0	0	0	15	15	0
25.75	25.75	0	0	0	15	15	0
26	26	0	0	0	15	15	0
26.25	26.25	0	0	0	15	15	0
26.5	26.5	0	0	0	15	15	0
26.75	26.75	0	0	0	15	15	0
27	27	0	0	0	15	15	0
27.25	27.25	0	0	0	15	15	0
27.5	27.5	0	0	0	15	15	0
27.75	27.75	0	0	0	15	15	0
28	28	0	0	0	15	15	0
28.25	28.25	0	0	0	15	15	0
28.5	28.5	0	0	0	15	15	0
28.75	28.75	0	0	0	15	15	0
29	29	0	0	0	15	15	0
29.25	29.25	0	0	0	15	15	0
29.5	29.5	0	0	0	15	15	0
29.75	29.75	0	0	0	15	15	0
30	30	0	0	0	15	15	0
30.25	30.25	0	0	0	15	15	0
30.5	30.5	0	0	0	15	15	0
30.75	30.75	0	0	0	15	15	0
31	31	0	0	0	15	15	0
31.25	31.25	0	0	0	15	15	0
31.5	31.5	0	0	0	15	15	0
31.75	31.75	0	0	0	15	15	0
32	32	0	0	0	15	15	0
32.25	32.25	0	0	0	15	15	0
32.5	32.5	0	0	0	15	15	0
32.75	32.75	0	0	0	15	15	0
33	33	0	0	0	15	15	0
33.25	33.25	0	0	0	15	15	0
33.5	33.5	0	0	0	15	15	0
33.75	33.75	0	0	0	15	15	0
34	34	0	0	0	15	15	0
34.25	34.25	0	0	0	15	15	0
34.5	34.5	0	0	0	15	15	0
34.75	34.75	0	0	0	15	15	0
35	35	0	0	0	15	15	0
35.25	35.25	0	0	0	15	15	0
35.5	35.5	0	0	0	15	15	0
35.75	35.75	0	0	0	15	15	0
36	36	0	0	0	15	15	0
36.25	36.25	0	0	0	15	15	0
36.5	36.5	0	0	0	15	15	0
36.75	36.75	0	0	0	15	15	0
37	37	0	0	0	15	15	0
37.25	37.25	0	0	0	15	15	0
37.5	37.5	0	0	0	15	15	0
37.75	37.75	0	0	0	15	15	0
38	38	0	0	0	15	15	0
38.25	38.25	0	0	0	15	15	0
38.5	38.5	0	0	0	15	15	0
38.75	38.75	0	0	0	15	15	0
39	39	0	0	0	15	15	0
39.25	39.25	0	0	0	15	15	0
39.5	39.5	0	0	0	15	15	0
39.75	39.75	0	0	0	15	15	0
40	40	0	0	0	15	15	0
40.25	40.25	0	0	0	15	15	0
40.5	40.5	0	0	0	15	15	0
40.75	40.75	0	0	0	15	15	0
41	41	0	0	0	15	15	0
41.25	41.25	0	0	0	15	15	0
41.5	41.5	0	0	0	15	15	0
41.75	41.75	0	0	0	15	15	0
42	42	0	0	0	15	15	0
42.25	42.25	0	0	0	15	15	0
42.5	42.5	0	0	0	15	15	0
42.75	42.75	0	0	0	15	15	0
43	43	0	0	0	15	15	0
43.25	43.25	0	0	0	15	15	0
43.5	43.5	0	0	0	15	15	0
43.75	43.75	0	0	0	15	15	0
44	44	0	0	0	15	15	0
44.25	44.25	0	0	0	15	15	0
44.5	44.5	0	0	0	15	15	0
44.75	44.75	0	0	0	15	15	0
45	45	0	0	0	15	15	0
45.25	45.25	0	0	0	15	15	0
45.5	45.5	0	0	0	15	15	0
45.75	45.75	0	0	0	15	15	0
46	46	0	0	0	15	15	0
46.25	46.25	0	0	0	15	15	0
46.5	46.5	0	0	0	15	15	0
46.75	46.75	0	0	0	15	15	0
47	47	0	0	0	15	15	0
47.25	47.25	0	0	0	15	15	0
47.5	47.5	0	0	0	15	15	0
47.75	47.75	0	0	0	15	15	0
48	48	0	0	0	15	15	0
48.25	48.25	0	0	0	15	15	0
48.5	48.5	0	0	0	15	15	0
48.75	48.75	0	0	0	15	15	0
49	49	0	0	0	15	15	0
49.25	49.25	0	0	0	15	15	0
49.5	49.5	0	0	0	15	15	0
49.75	49.75	0	0	3.38600539272037e-05	15	15	0.000507900808908055
