station_m	X_ref_m	Y_ref_m	psi_ref_rad	curvature_1pm	local_speed_limit_mps	vx_ref_mps	yaw_rate_ref_radps
106.75	106.532321238018	3.49814372807613	-0.0035893212736484	-0.00445528869531709	15	15	-0.0668293304297563
107	106.782319073462	3.49710695077802	-0.00478301974947713	-0.0050801671785785	15	15	-0.0762025076786775
107.25	107.032315384152	3.49575222796352	-0.00612940486293765	-0.005676963759655	15	15	-0.0851544563948251
107.5	107.282309513158	3.49404226856581	-0.00762150162930463	-0.00624604073524148	15	15	-0.0936906110286222
107.75	107.532300659197	3.4919415155902	-0.00925242523055839	-0.00678775735989245	15	15	-0.101816360398387
108	107.782287871566	3.48941612417629	-0.0110153803092509	-0.00730247033113892	15	15	-0.109537054967084
108.25	108.032270047262	3.48643393987536	-0.0129036603961279	-0.00779053436177683	15	15	-0.116858015426652
108.5	108.282245930163	3.48296447709589	-0.0149106474901393	-0.00825230281548302	15	15	-0.123784542232245
108.75	108.532214112084	3.4789788976651	-0.0170298118038694	-0.00868812838419094	15	15	-0.130321925762864
109	108.782173035584	3.47444998945073	-0.0192547116822347	-0.0090983637877661	15	15	-0.136475456816492
109.25	109.032120998363	3.46935214498574	-0.0215789936977524	-0.00948336247891612	15	15	-0.142250437183742
109.5	109.282056159109	3.46366134003771	-0.0239963929216928	-0.00984347933800968	15	15	-0.147652190070145
109.75	109.531976544672	3.45735511206602	-0.0265007333667573	-0.0101790713443592	15	15	-0.152686070165388
110	109.781880058416	3.45041253851133	-0.0290859285938724	-0.0104904982124938	15	15	-0.157357473187406
110.25	110.031764489628	3.4428142148651	-0.0317459824730041	-0.0107781229833841	15	15	-0.161671844750761
110.5	110.28162752386	3.43454223247022	-0.0344749900855644	-0.0110423125622846	15	15	-0.165634688434269
110.75	110.531466754079	3.42558015600845	-0.0372671387541464	-0.0112834381963734	15	15	-0.169251572945601
111	110.78127969251	3.41591300063522	-0.0401167091837511	-0.0115018758866986	15	15	-0.172528138300479
111.25	111.031063783059	3.40552720872752	-0.0430180766974957	-0.0116980067304394	15	15	-0.175470100956592
111.5	111.280816414202	3.39441062621666	-0.0459657125489709	-0.0118722171905761	15	15	-0.178083257858641
111.75	111.530534932244	3.38255247848341	-0.0489541852927838	-0.0120248992912814	15	15	-0.180373489369221
112	111.78021665483	3.36994334579915	-0.0519781621946115	-0.0121564507386135	15	15	-0.182346761079203
112.25	112.029858884633	3.35657513830291	-0.0550324106620905	-0.0122672749668744	15	15	-0.184009124503116
112.5	112.279458923107	3.3424410705101	-0.0581117996780487	-0.0123577811120556	15	15	-0.185366716680835
112.75	112.529014084228	3.32753563535502	-0.0612113012181184	-0.0124283839146457	15	15	-0.186425758719685
113	112.778521708135	3.31185457777462	-0.0643259916353716	-0.0124795035547934	15	15	-0.187192553321901
113.25	113.027979174594	3.29539486784708	-0.0674510529955151	-0.0125115654235418	15	15	-0.187673481353127
113.5	113.277383916212	3.27815467350342	-0.0705817743471425	-0.012524999834373	15	15	-0.187874997515595
113.75	113.526733431335	3.26013333283585	-0.0737135529127016	-0.0125202416798589	15	15	-0.187803625197884
114	113.776025296558	3.24133132603053	-0.0768418951870719	-0.0124977299389987	15	15	-0.187465949084981
114.25	114.025257178796	3.22175024695698	-0.0799624178822009	-0.0124579070989599	15	15	-0.186868606484399
114.5	114.274426846869	3.20139277447451	-0.0830708487365519	-0.0124012193663367	15	15	-0.186018290495051
114.75	114.523532182531	3.18026264348011	-0.0861630275653693	-0.012328116210663	15	15	-0.184921743159945
115	114.772571190937	3.15836461557004	-0.0892349068418834	-0.0122390487351294	15	15	-0.183585731026941
115.25	115.021542010469	3.13570444969795	-0.092282551932934	-0.0121344694417494	15	15	-0.182017041626241
115.5	115.270442921922	3.1122888726407	-0.0953021415627581	-0.0120148321899753	15	15	-0.18022248284963
115.75	115.519272356998	3.08812554936618	-0.0982899680279217	-0.0118805913880378	15	15	-0.178208870820568
116	115.768028906107	3.06322305335487	-0.101242437256777	-0.0117322013915816	15	15	-0.175983020873724
116.25	116.016711325441	3.03759083692251	-0.104156068723712	-0.01157011592533	15	15	-0.17355173887995
116.5	116.265318543313	3.0112392015905	-0.107027495219442	-0.0113947875124955	15	15	-0.170921812687433
116.75	116.513849665753	2.98417926855016	-0.10985346247996	-0.0112066669169949	15	15	-0.168100003754924
117	116.762303981356	2.95642294926599	-0.112630828677939	-0.0110062026028211	15	15	-0.165093039042316
117.25	117.010680965377	2.92798291626132	-0.115356563781371	-0.0107938402148652	15	15	-0.161907603222979
117.5	117.258980283078	2.89887257412824	-0.118027748785372	-0.0105700220851459	15	15	-0.158550331277189
117.75	117.507201792331	2.86910603080126	-0.120641574823944	-0.0103351867676974	15	15	-0.155027801515461
118	117.755345545487	2.83869806913214	-0.123195342169221	-0.0100897686051128	15	15	-0.151346529076693
118.25	118.003411790526	2.80766411880033	-0.1256864591265	-0.00983419722914167	15	15	-0.147512958437125
118.5	118.251400971487	2.7760202285909	-0.128112440783792	-0.00956889600213273	15	15	-0.143533440031991
118.75	118.499313728215	2.74378303909394	-0.130470907127567	-0.00929428406526411	15	15	-0.139414260978962
119	118.747150895442	2.71096975610077	-0.132759582816424	-0.00901077800029843	15	15	-0.135161670004476
119.25	118.994913501186	2.67759812359837	-0.134976296127716	-0.00871878671779236	15	15	-0.130781800766885
119.5	119.242602764534	2.64368639788541	-0.13711897617532	-0.00841871095134455	15	15	-0.126280664270168
119.75	119.490220092805	2.60925332216207	-0.139185651603388	-0.00811094612084784	15	15	-0.121664191812718
120	119.737767078142	2.57431810150408	-0.141174449235744	-0.0077958817695688	15	15	-0.116938226543532
120.25	119.985245493525	2.53890037833704	-0.143083592488172	-0.00747390106277401	15	15	-0.11210851594161
120.5	120.232657288256	2.50302020841659	-0.144911399767131	-0.00714538075394788	15	15	-0.107180711309218
120.75	120.480004582935	2.46669803731668	-0.146656282865146	-0.00681069114887745	15	15	-0.102160367233162
121	120.727289663948	2.42995467742503	-0.148316745341569	-0.00647019439640878	15	15	-0.0970529159461317
121.25	120.974514977495	2.39281128545224	-0.149891380063351	-0.00612424727612093	15	15	-0.091863709141814
121.5	121.22168312324	2.35528934086323	-0.15137886897963	-0.0057732049795477	15	15	-0.0865980746932155
121.75	121.468796847446	2.3174106237044	-0.152777982553125	-0.00541741502794135	15	15	-0.0812612254191203
122	121.715859035781	2.27919719352119	-0.154087576493601	-0.00505721541430221	15	15	-0.0758582312145331
122.25	121.962872705803	2.24067136900914	-0.155306590260276	-0.00469293937337134	15	15	-0.0703940906005701
122.5	122.209840999093	2.20185570786375	-0.156434046180286	-0.00432491578520611	15	15	-0.0648737367780916
122.75	122.456767173097	2.1627729870492	-0.157469048152879	-0.00395346849585476	15	15	-0.0593020274378214
123	122.703654592677	2.12344618346319	-0.158410780428214	-0.00357891544428401	15	15	-0.0536837316642602
123.25	122.950506721427	2.08389845497315	-0.159258505875021	-0.0032015692220026	15	15	-0.048023538330039
123.5	123.197327112788	2.04415312209017	-0.160011565039215	-0.00282174283461084	15	15	-0.0423261425191626
123.75	123.444119400927	2.00423364961022	-0.160669377292326	-0.00243974760018001	15	15	-0.0365962140027001
124	123.690887291312	1.96416362784825	-0.161231438839305	-0.00205588625014924	15	15	-0.0308382937522386
124.25	123.937634551323	1.92396675538089	-0.161697320417401	-0.00167045763215512	15	15	-0.0250568644823268
124.5	124.184365000653	1.8836668215191	-0.162066667655383	-0.00128376025797011	15	15	-0.0192564038695517
124.75	124.431082501593	1.84328768895927	-0.162339200546386	-0.000896090668794702	15	15	-0.0134413600319205
125	124.677790949233	1.80285327658893	-0.16251471298978	-0.00050774170522061	15	15	-0.00761612557830915
125.25	124.924494261586	1.76238754242203	-0.162593071398996	-0.000119006176439618	15	15	-0.00178509264659427
125.5	125.171196369753	1.72191446713461	-0.162574216078	0.000269818101060693	15	15	0.00404727151591039
125.75	125.417901207845	1.68145803634899	-0.162458162348466	0.000658435403940172	15	15	0.00987653105910258
126	125.664612703011	1.64104222362591	-0.16224499837603	0.00104655438489409	15	15	0.0156983157734114
126.25	125.911334765547	1.60069097381814	-0.161934885156019	0.00143388195487198	15	15	0.0215082293230798
126.5	126.15807127899	1.56042818605096	-0.161528057398594	0.00182012251771962	15	15	0.0273018377657944
126.75	126.40482609027	1.52027769660523	-0.161024823897159	0.00220497920128959	15	15	0.0330746880193439
127	126.651602999937	1.48026326166724	-0.160425567797949	0.0025881550966963	15	15	0.0388223264504445
127.25	126.898405752504	1.44040854001509	-0.159730746348811	0.00296934774514307	15	15	0.044540216177146
127.5	127.145238026959	1.40073707581556	-0.158940893925377	0.00334824704972186	15	15	0.050223705745828
127.75	127.392103427202	1.36127227972169	-0.15805662282395	0.00372454418096824	15	15	0.0558681627145236
128	127.63900547287	1.32203741116981	-0.157078621834893	0.00409792946466703	15	15	0.0614689419700054
128.25	127.885947590309	1.28305556006269	-0.156007658091616	0.00446808692894135	15	15	0.0670213039341203
128.5	128.132933103739	1.2443496280201	-0.154844578370423	0.00483469565752986	15	15	0.072520434862948
128.75	128.379965226653	1.20594230927407	-0.153590310262851	0.00519743000818701	15	15	0.0779614501228051
129	128.62704705348	1.16785607118297	-0.152245863366329	0.00555596110933337	15	15	0.0833394166400006
129.25	128.874181551544	1.1301131343703	-0.150812329708185	0.0059099530752903	15	15	0.0886492961293545
129.5	129.121371553356	1.09273545285503	-0.149290886828684	0.0062590597710579	15	15	0.0938858965658684
129.75	129.36861974913	1.05574469247295	-0.147682799822656	0.00660293200454382	15	15	0.0990439800681572
130	129.615928679763	1.01916220979775	-0.145989420826412	0.00694121793494346	15	15	0.104118269024152
130.25	129.863300730204	0.983009030619338	-0.144212190855184	0.00727355816919067	15	15	0.10910337253786
130.5	130.11073812322	0.94730582774692	-0.142352641741817	0.00759958625919138	15	15	0.113993793887871
130.75	130.358242913599	0.912072898313067	-0.140412397725588	0.00791892937566213	15	15	0.118783940634932
131	130.605816982822	0.877330140572774	-0.138393177053986	0.00823120827682139	15	15	0.123468124152321
131.25	130.853462034235	0.843097030194629	-0.136296793587178	0.00853603754051224	15	15	0.128040563107684
131.5	131.101179588735	0.809392596044311	-0.134125158283729	0.00883302664511282	15	15	0.132495399676692
131.75	131.348970981008	0.77623539552008	-0.131880280264621	0.0091217770733974	15	15	0.136826656100961
132	131.59683735634	0.743643489594434	-0.129564269747031	0.00940188137938019	15	15	0.141028220690703
132.25	131.844779667997	0.711634416470926	-0.127179339574931	0.00967292895916683	15	15	0.145093934387502
132.5	132.092798675266	0.680225165655682	-0.124727805267447	0.00993450530783882	15	15	0.149017579617582
132.75	132.340894942119	0.649432151395202	-0.122212086921012	0.0101861891603547	15	15	0.15279283740532
133	132.58906883654	0.619271185605889	-0.11963471068727	0.0104275537878296	15	15	0.156413306817444
133.25	132.837320530539	0.589757450391321	-0.116998310027097	0.0106581676246008	15	15	0.159872514369012
133.5	133.085650000859	0.560905470174031	-0.11430562687497	0.0108775946450923	15	15	0.163163919676385
133.75	133.3340570304	0.532729083471821	-0.111559512704551	0.0110853947764141	15	15	0.166280921646211
134	133.582541210376	0.505241414351533	-0.108762929486763	0.011281124344461	15	15	0.169216865166916
134.25	133.831101943202	0.478454843595813	-0.10591895053232	0.011464336550532	15	15	0.17196504825798
134.5	134.079738446134	0.452380979621215	-0.103030761211497	0.0116345819753547	15	15	0.17451872963032
134.75	134.328449755651	0.427030629188022	-0.100101659544643	0.0117914091071392	15	15	0.176871136607088
135	134.577234732601	0.402413767944303	-0.0971350566579269	0.0119343648893461	15	15	0.179015473340192
135.25	134.826092068076	0.378539510848356	-0.0941344770999699	0.0120629955663264	15	15	0.180944933494896
135.5	135.075020290049	0.355416082515029	-0.0911035588747637	0.0121768469455257	15	15	0.182652704182886
135.75	135.32401777072	0.333050787603524	-0.088046053627207	0.0122754641125163	15	15	0.184131961687744
136	135.573082734595	0.311449981072601	-0.0849658268185056	0.0123583929696366	15	15	0.185375894544548
136.25	135.822213267252	0.290619038503274	-0.0818668571423887	0.0124251816945803	15	15	0.186377725418704
136.5	136.071407324783	0.270562326692265	-0.0787532359712155	0.0124753803249437	15	15	0.187130704874155
136.75	136.320662743865	0.251283174318354	-0.0756291669799169	0.0125085410051337	15	15	0.187628115077006
137	136.569977252451	0.232783842810074	-0.0724989654686486	0.0125242188452982	15	15	0.187863282679473
137.25	136.819348481019	0.215065497457615	-0.0693670575572678	0.0125219724176084	15	15	0.187829586264127
137.5	137.068773974357	0.198128178809261	-0.0662379792598444	0.012501364217412	15	15	0.18752046326118
137.75	137.318251203801	0.181970774389913	-0.0631163754485618	0.0124619610842305	15	15	0.186929416263458
138	137.567777579914	0.166590990775945	-0.0600069987177291	0.0124033345761394	15	15	0.186050018642092
138.25	137.817350465509	0.151985326056918	-0.0569147081604921	0.0123250612922212	15	15	0.184875919383318
138.5	138.066967188964	0.138149042710255	-0.0538444680716185	0.0122267231386399	15	15	0.183400847079599
138.75	138.316625057774	0.125076140910614	-0.0508013465911721	0.0121079075330021	15	15	0.181618612995031
139	138.566321372229	0.112759332290302	-0.0477905143051175	0.0119682075431732	15	15	0.179523113147598
139.25	138.816053439181	0.101190014162036	-0.0448172428195855	0.0118072219576079	15	15	0.177108329364119
139.5	139.065818585773	0.090358244209399	-0.0418869033263135	0.0116245552839647	15	15	0.17436832925947
139.75	139.315614173075	0.0802527156447724	-0.0390049651776032	0.0114198176736929	15	15	0.171297265105394
140	139.565437609508	0.0708607328281041	-0.036176994489467	0.0111926247723882	15	15	0.167889371585822
140.25	139.815286363968	0.0621681873340717	-0.0334086527914091	0.0109425974957655	15	15	0.164138962436482
140.5	140.065157978556	0.0541595344488692	-0.0307056957415843	0.0106693617314864	15	15	0.160040425972296
140.75	140.315050080778	0.0468177700718966	-0.0280739719256659	0.0103725479691883	15	15	0.155588219537825
141	140.564960395142	0.0401244079916754	-0.0255194217569901	0.0100517908626144	15	15	0.150776862939216
141.25	140.814886754004	0.0340594574997338	-0.0230480764943587	0.00970672872816977	15	15	0.145600930922547
141.5	141.064827107561	0.0286014013010855	-0.0206660573929052	0.00933700298526751	15	15	0.140055044779013
141.75	141.314779532874	0.0237271736750763	-0.0183795750017249	0.00894225754644638	15	15	0.134133863196696
142	141.564742241767	0.0194121388363075	-0.016194928619682	0.00852213816637523	15	15	0.127832072495628
142.25	141.814713587511	0.0156300694420433	-0.0141185059185373	0.00807629175997242	15	15	0.121144376399586
142.5	142.064692070119	0.0123531251899211	-0.0121567827396958	0.00760436570203153	15	15	0.114065485530473
142.75	142.31467634015	0.00955183144839107	-0.0103163230675215	0.00710600712229971	15	15	0.106590106834496
143	142.564665200846	0.00719505786190997	-0.00860377917854598	0.00658086221236546	15	15	0.0987129331854819
143.25	142.814657608486	0.00524999687390145	-0.00702589196133881	0.00602857556214534	15	15	0.0904286334321801
143.5	143.064652670781	0.0036821421130627	-0.00558949139747331	0.00544878954594169	15	15	0.0817318431891254
143.75	143.314649643169	0.00245526659246905	-0.00430149718836796	0.00484114378110852	15	15	0.0726171567166279
144	143.564647922843	0.00153140067713556	-0.00316891950691905	0.00420527468384402	15	15	0.0630791202576603
144.25	143.814647040345	0.000870809783414132	-0.00219885984644595	0.00354081514955304	15	15	0.0531122272432956
144.5	144.064646648553	0.000431971783988773	-0.00139851193214253	0.00284739438948472	15	15	0.0427109158422708
144.75	144.314646508888	0.000171554104714866	-0.00077516265170359	0.00212463798202561	15	15	0.0318695697303842
145	144.564646474541	4.43905153951813e-05	-0.000336192941129721	0.0013727632408541	15	15	0.0205914486128115
145.25	144.814646470547	3.45764070700148e-06	-8.87810312765388e-05	0.000658555319430069	15	15	0.00987832979145103
145.5	145.064646470489	0	-6.91528141468678e-06	0.000177562062553078	15	15	0.00266343093829616
145.75	145.314646470489	0	0	1.38305628293736e-05	15	15	0.000207458442440603
146	145.564646470489	0	0	0	15	15	0
146.25	145.814646470489	0	0	0	15	15	0
146.5	146.064646470489	0	0	0	15	15	0
146.75	146.314646470489	0	0	0	15	15	0
147	146.564646470489	0	0	0	15	15	0
147.25	146.814646470489	0	0	0	15	15	0
147.5	147.064646470489	0	0	0	15	15	0
147.75	147.314646470489	0	0	0	15	15	0
148	147.564646470489	0	0	0	15	15	0
148.25	147.814646470489	0	0	0	15	15	0
148.5	148.064646470489	0	0	0	15	15	0
148.75	148.314646470489	0	0	0	15	15	0
149	148.564646470489	0	0	0	15	15	0
149.25	148.814646470489	0	0	0	15	15	0
149.5	149.064646470489	0	0	0	15	15	0
149.75	149.314646470489	0	0	0	15	15	0
150	149.564646470489	0	0	0	15	15	0
150.25	149.814646470489	0	0	0	15	15	0
150.5	150.064646470489	0	0	0	15	15	0
150.75	150.314646470489	0	0	0	15	15	0
151	150.564646470489	0	0	0	15	15	0
151.25	150.814646470489	0	0	0	15	15	0
151.5	151.064646470489	0	0	0	15	15	0
151.75	151.314646470489	0	0	0	15	15	0
152	151.564646470489	0	0	0	15	15	0
152.25	151.814646470489	0	0	0	15	15	0
152.5	152.064646470489	0	0	0	15	15	0
152.75	152.314646470489	0	0	0	15	15	0
153	152.564646470489	0	0	0	15	15	0
153.25	152.814646470489	0	0	0	15	15	0
153.5	153.064646470489	0	0	0	15	15	0
153.75	153.314646470489	0	0	0	15	15	0
154	153.564646470489	0	0	0	15	15	0
154.25	153.814646470489	0	0	0	15	15	0
154.5	154.064646470489	0	0	0	15	15	0
154.75	154.314646470489	0	0	0	15	15	0
155	154.564646470489	0	0	0	15	15	0
155.25	154.814646470489	0	0	0	15	15	0
155.5	155.064646470489	0	0	0	15	15	0
155.75	155.314646470489	0	0	0	15	15	0
156	155.564646470489	0	0	0	15	15	0
156.25	155.814646470489	0	0	0	15	15	0
156.5	156.064646470489	0	0	0	15	15	0
156.75	156.314646470489	0	0	0	15	15	0
157	156.564646470489	0	0	0	15	15	0
157.25	156.814646470489	0	0	0	15	15	0
157.5	157.064646470489	0	0	0	15	15	0
157.75	157.314646470489	0	0	0	15	15	0
158	157.564646470489	0	0	0	15	15	0
158.25	157.814646470489	0	0	0	15	15	0
158.5	158.064646470489	0	0	0	15	15	0
158.75	158.314646470489	0	0	0	15	15	0
159	158.564646470489	0	0	0	15	15	0
159.25	158.814646470489	0	0	0	15	15	0
159.5	159.064646470489	0	0	0	15	15	0
159.75	159.314646470489	0	0	0	15	15	0
160	159.564646470489	0	0	0	15	15	0
160.25	159.814646470489	0	0	0	15	15	0
160.5	160.064646470489	0	0	0	15	15	0
160.75	160.314646470489	0	0	0	15	15	0
161	160.564646470489	0	0	0	15	15	0
161.25	160.814646470489	0	0	0	15	15	0
161.5	161.064646470489	0	0	0	15	15	0
161.75	161.314646470489	0	0	0	15	15	0
162	161.564646470489	0	0	0	15	15	0
162.25	161.814646470489	0	0	0	15	15	0
162.5	162.064646470489	0	0	0	15	15	0
162.75	162.314646470489	0	0	0	15	15	0
163	162.564646470489	0	0	0	15	15	0
163.25	162.814646470489	0	0	0	15	15	0
163.5	163.064646470489	0	0	0	15	15	0
163.75	163.314646470489	0	0	0	15	15	0
164	163.564646470489	0	0	0	15	15	0
164.25	163.814646470489	0	0	0	15	15	0
164.5	164.064646470489	0	0	0	15	15	0
164.75	164.314646470489	0	0	0	15	15	0
165	164.564646470489	0	0	0	15	15	0
165.25	164.814646470489	0	0	0	15	15	0
165.5	165.064646470489	0	0	0	15	15	0
165.75	165.314646470489	0	0	0	15	15	0
166	165.564646470489	0	0	0	15	15	0
166.25	165.814646470489	0	0	0	15	15	0
166.5	166.064646470489	0	0	0	15	15	0
166.75	166.314646470489	0	0	0	15	15	0
167	166.564646470489	0	0	0	15	15	0
167.25	166.814646470489	0	0	0	15	15	0
167.5	167.064646470489	0	0	0	15	15	0
167.75	167.314646470489	0	0	0	15	15	0
168	167.564646470489	0	0	0	15	15	0
168.25	167.814646470489	0	0	0	15	15	0
168.5	168.064646470489	0	0	0	15	15	0
168.75	168.314646470489	0	0	0	15	15	0
169	168.564646470489	0	0	0	15	15	0
169.25	168.814646470489	0	0	0	15	15	0
169.5	169.064646470489	0	0	0	15	15	0
169.75	169.314646470489	0	0	0	15	15	0
170	169.564646470489	0	0	0	15	15	0
170.25	169.814646470489	0	0	0	15	15	0
170.5	170.064646470489	0	0	0	15	15	0
170.75	170.314646470489	0	0	0	15	15	0
171	170.564646470489	0	0	0	15	15	0
171.25	170.814646470489	0	0	0	15	15	0
171.5	171.064646470489	0	0	0	15	15	0
171.75	171.314646470489	0	0	0	15	15	0
172	171.564646470489	0	0	0	15	15	0
172.25	171.814646470489	0	0	0	15	15	0
172.5	172.064646470489	0	0	0	15	15	0
172.75	172.314646470489	0	0	0	15	15	0
173	172.564646470489	0	0	0	15	15	0
173.25	172.814646470489	0	0	0	15	15	0
173.5	173.064646470489	0	0	0	15	15	0
173.75	173.314646470489	0	0	0	15	15	0
174	173.564646470489	0	0	0	15	15	0
174.25	173.814646470489	0	0	0	15	15	0
174.5	174.064646470489	0	0	0	15	15	0
174.75	174.314646470489	0	0	0	15	15	0
175	174.564646470489	0	0	0	15	15	0
175.25	174.814646470489	0	0	0	15	15	0
175.5	175.064646470489	0	0	0	15	15	0
175.75	175.314646470489	0	0	0	15	15	0
176	175.564646470489	0	0	0	15	15	0
176.25	175.814646470489	0	0	0	15	15	0
176.5	176.064646470489	0	0	0	15	15	0
176.75	176.314646470489	0	0	0	15	15	0
177	176.564646470489	0	0	0	15	15	0
177.25	176.814646470489	0	0	0	15	15	0
177.5	177.064646470489	0	0	0	15	15	0
177.75	177.314646470489	0	0	0	15	15	0
178	177.564646470489	0	0	0	15	15	0
178.25	177.814646470489	0	0	0	15	15	0
178.5	178.064646470489	0	0	0	15	15	0
178.75	178.314646470489	0	0	0	15	15	0
179	178.564646470489	0	0	0	15	15	0
179.25	178.814646470489	0	0	0	15	15	0
179.5	179.064646470489	0	0	0	15	15	0
179.75	179.314646470489	0	0	0	15	15	0
180	179.564646470489	0	0	0	15	15	0
180.25	179.814646470489	0	0	0	15	15	0
180.5	180.064646470489	0	0	0	15	15	0
180.75	180.314646470489	0	0	0	15	15	0
181	180.564646470489	0	0	0	15	15	0
181.25	180.814646470489	0	0	0	15	15	0
181.5	181.064646470489	0	0	0	15	15	0
181.75	181.314646470489	0	0	0	15	15	0
182	181.564646470489	0	0	0	15	15	0
182.25	181.814646470489	0	0	0	15	15	0
182.5	182.064646470489	0	0	0	15	15	0
182.75	182.314646470489	0	0	0	15	15	0
183	182.564646470489	0	0	0	15	15	0
183.25	182.814646470489	0	0	0	15	15	0
183.5	183.064646470489	0	0	0	15	15	0
183.75	183.314646470489	0	0	0	15	15	0
184	183.564646470489	0	0	0	15	15	0
184.25	183.814646470489	0	0	0	15	15	0
184.5	184.064646470489	0	0	0	15	15	0
184.75	184.314646470489	0	0	0	15	15	0
185	184.564646470489	0	0	0	15	15	0
185.25	184.814646470489	0	0	0	15	15	0
185.5	185.064646470489	0	0	0	15	15	0
185.75	185.314646470489	0	0	0	15	15	0
186	185.564646470489	0	0	0	15	15	0
186.25	185.814646470489	0	0	0	15	15	0
186.5	186.064646470489	0	0	0	15	15	0
186.75	186.314646470489	0	0	0	15	15	0
187	186.564646470489	0	0	0	15	15	0
187.25	186.814646470489	0	0	0	15	15	0
187.5	187.064646470489	0	0	0	15	15	0
187.75	187.314646470489	0	0	0	15	15	0
188	187.564646470489	0	0	0	15	15	0
188.25	187.814646470489	0	0	0	15	15	0
188.5	188.064646470489	0	0	0	15	15	0
188.75	188.314646470489	0	0	0	15	15	0
189	188.564646470489	0	0	0	15	15	0
189.25	188.814646470489	0	0	0	15	15	0
189.5	189.064646470489	0	0	0	15	15	0
189.75	189.314646470489	0	0	0	15	15	0
190	189.564646470489	0	0	0	15	15	0
190.25	189.814646470489	0	0	0	15	15	0
190.5	190.064646470489	0	0	0	15	15	0
190.75	190.314646470489	0	0	0	15	15	0
191	190.564646470489	0	0	0	15	15	0
191.25	190.814646470489	0	0	0	15	15	0
191.5	191.064646470489	0	0	0	15	15	0
191.75	191.314646470489	0	0	0	15	15	0
192	191.564646470489	0	0	0	15	15	0
192.25	191.814646470489	0	0	0	15	15	0
192.5	192.064646470489	0	0	0	15	15	0
192.75	192.314646470489	0	0	0	15	15	0
193	192.564646470489	0	0	0	15	15	0
193.25	192.814646470489	0	0	0	15	15	0
193.5	193.064646470489	0	0	0	15	15	0
193.75	193.314646470489	0	0	0	15	15	0
194	193.564646470489	0	0	0	15	15	0
194.25	193.814646470489	0	0	0	15	15	0
194.5	194.064646470489	0	0	0	15	15	0
194.75	194.314646470489	0	0	0	15	15	0
195	194.564646470489	0	0	0	15	15	0
195.25	194.814646470489	0	0	0	15	15	0
195.5	195.064646470489	0	0	0	15	15	0
195.75	195.314646470489	0	0	0	15	15	0
196	195.564646470489	0	0	0	15	15	0
196.25	195.814646470489	0	0	0	15	15	0
196.5	196.064646470489	0	0	0	15	15	0
196.75	196.314646470489	0	0	0	15	15	0
197	196.564646470489	0	0	0	15	15	0
197.25	196.814646470489	0	0	0	15	15	0
197.5	197.064646470489	0	0	0	15	15	0
197.75	197.314646470489	0	0	0	15	15	0
198	197.564646470489	0	0	0	15	15	0
198.25	197.814646470489	0	0	0	15	15	0
198.5	198.064646470489	0	0	0	15	15	0
198.75	198.314646470489	0	0	0	15	15	0
199	198.564646470489	0	0	0	15	15	0
199.25	198.814646470489	0	0	0	15	15	0
199.5	199.064646470489	0	0	0	15	15	0
199.75	199.314646470489	0	0	0	15	15	0
200	199.564646470489	0	0	0	15	15	0
200.25	199.814646470489	0	0	0	15	15	0
200.5	200.064646470489	0	0	0	15	15	0
200.75	200.314646470489	0	0	0	15	15	0
201	200.564646470489	0	0	0	15	15	0
201.25	200.814646470489	0	0	0	15	15	0
201.5	201.064646470489	0	0	0	15	15	0
201.75	201.314646470489	0	0	0	15	15	0
202	201.564646470489	0	0	0	15	15	0
202.25	201.814646470489	0	0	0	15	15	0
202.5	202.064646470489	0	0	0	15	15	0
202.75	202.314646470489	0	0	0	15	15	0
203	202.564646470489	0	0	0	15	15	0
203.25	202.814646470489	0	0	0	15	15	0
203.5	203.064646470489	0	0	0	15	15	0
203.75	203.314646470489	0	0	0	15	15	0
204	203.564646470489	0	0	0	15	15	0
204.25	203.814646470489	0	0	0	15	15	0
204.5	204.064646470489	0	0	0	15	15	0
204.75	204.314646470489	0	0	0	15	15	0
205	204.564646470489	0	0	0	15	15	0
205.25	204.814646470489	0	0	0	15	15	0
205.5	205.064646470489	0	0	0	15	15	0
205.75	205.314646470489	0	0	0	15	15	0
206	205.564646470489	0	0	0	15	15	0
206.25	205.814646470489	0	0	0	15	15	0
206.5	206.064646470489	0	0	0	15	15	0
206.75	206.314646470489	0	0	0	15	15	0
207	206.564646470489	0	0	0	15	15	0
207.25	206.814646470489	0	0	0	15	15	0
207.5	207.064646470489	0	0	0	15	15	0
207.75	207.314646470489	0	0	0	15	15	0
208	207.564646470489	0	0	0	15	15	0
208.25	207.814646470489	0	0	0	15	15	0
208.5	208.064646470489	0	0	0	15	15	0
208.75	208.314646470489	0	0	0	15	15	0
209	208.564646470489	0	0	0	15	15	0
209.25	208.814646470489	0	0	0	15	15	0
209.5	209.064646470489	0	0	0	15	15	0
209.75	209.314646470489	0	0	0	15	15	0
210	209.564646470489	0	0	0	15	15	0
210.25	209.814646470489	0	0	0	15	15	0
210.5	210.064646470489	0	0	0	15	15	0
210.75	210.314646470489	0	0	0	15	15	0
211	210.564646470489	0	0	0	15	15	0
211.25	210.814646470489	0	0	0	15	15	0
211.5	211.064646470489	0	0	0	15	15	0
211.75	211.314646470489	0	0	0	15	15	0
212	211.564646470489	0	0	0	15	15	0
212.25	211.814646470489	0	0	0	15	15	0
212.5	212.064646470489	0	0	0	15	15	0
212.75	212.314646470489	0	0	0	15	15	0
