station_m	X_ref_m	Y_ref_m	psi_ref_rad	curvature_1pm	local_speed_limit_mps	vx_ref_mps	yaw_rate_ref_radps
98.5	98.5	0	0	0	13.4	7.50410662121199	0
98.75	98.75	0	0	0	13.4	7.47393079203258	0
99	99	0	0	0	13.4	7.44363683774977	0
99.25	99.25	0	0	0	13.4	7.4132233096332	0
99.5	99.5	0	0	0	13.4	7.38268872931658	0
99.75	99.75	0	0	0	13.4	7.35203158794278	0
100	100	0	0	0	13.4	7.3212503452769	0
100.25	100.25	0	0	0	13.4	7.29034342878594	0
100.5	100.5	0	0	0	13.4	7.25930923268346	0
100.75	100.75	0	0	0	13.4	7.22814611693765	0
101	101	0	0	0	13.4	7.19685240624097	0
101.25	101.25	0	0	0	13.4	7.1654263889397	0
101.5	101.5	0	0	0	13.4	7.13386631592125	0
101.75	101.75	0	0	0	13.4	7.10217039945741	0
102	102	0	0	0	13.4	7.07033681200122	0
102.25	102.25	0	0	0	13.4	7.03836368493525	0
102.5	102.5	0	0	0	13.4	7.00624910726883	0
102.75	102.75	0	0	0	13.4	6.97399112428167	0
103	103	0	0	0	13.4	6.94158773611121	0
103.25	103.25	0	0	0	13.4	6.90903689628069	0
103.5	103.5	0	0	0	13.4	6.876336510165	0
103.75	103.75	0	0	0	13.4	6.84348443339105	0
104	104	0	0	0	13.4	6.81047847016905	0
104.25	104.25	0	0	0	13.4	6.7773163715513	0
104.5	104.5	0	0	0	13.4	6.74399583361434	0
104.75	104.75	0	0	0	13.4	6.71051449556043	0
105	105	0	0	0	13.4	6.67686993773397	0
105.25	105.25	0	0	0	13.4	6.64305967954802	0
105.5	105.5	0	0	0	13.4	6.60908117731602	0
105.75	105.75	0	0	0	13.4	6.57493182198333	0
106	106	0	0	0	13.4	6.54060893675281	0
106.25	106.25	0	0	0	13.4	6.50610977459842	0
106.5	106.5	0	0	0	13.4	6.4714315156602	0
106.75	106.75	0	0	0	13.4	6.43657126451381	0
107	107	0	0	0	13.4	6.40152604730703	0
107.25	107.25	0	0	0	13.4	6.36629280875519	0
107.5	107.5	0	0	0	13.4	6.3308684089871	0
107.75	107.75	0	0	0	13.4	6.29524962023214	0
108	108	0	0	0	13.4	6.25943312333869	0
108.25	108.25	0	0	0	13.4	6.22341550411324	0
108.5	108.5	0	0	0	13.4	6.18719324946889	0
108.75	108.75	0	0	0	13.4	6.15076274337072	0
109	109	0	0	0	13.4	6.11412026256508	0
109.25	109.25	0	0	0	13.4	6.07726197207832	0
109.5	109.5	0	0	0	13.4	6.04018392046974	0
109.75	109.75	0	0	0	13.4	6.00288203482195	0
110	110	0	0	0	13.4	5.96535211545093	0
110.25	110.25	0	0	0	13.4	5.92758983031616	0
110.5	110.5	0	0	0	13.4	5.88959070910989	0
110.75	110.75	0	0	0	13.4	5.85135013700265	0
111	111	0	0	0	13.4	5.81286334802046	0
111.25	111.25	0	0	0	13.4	5.77412541802656	0
111.5	111.5	0	0	0	13.4	5.73513125727869	0
111.75	111.75	0	0	0	13.4	5.69587560253005	0
112	112	0	0	0	13.4	5.6563530086391	0
112.25	112.25	0	0	0	13.4	5.61655783965066	0
112.5	112.5	0	0	0	13.4	5.57648425930675	0
112.75	112.75	0	0	0	13.4	5.53612622094209	0
113	113	0	0	0	13.4	5.49547745671477	0
113.25	113.25	0	0	0	13.4	5.45453146611781	0
113.5	113.5	0	0	0	13.4	5.41328150371207	0
113.75	113.75	0	0	0	13.4	5.37172056601504	0
114	114	0	0	0	13.4	5.32984137747327	0
114.25	114.25	0	0	0	13.4	5.28763637543922	0
114.5	114.5	0	0	0	13.4	5.24509769406452	0
114.75	114.75	0	0	0	13.4	5.20221714701263	0
115	115	0	0	0	13.4	5.15898620888356	0
115.25	115.25	0	0	0	13.4	5.11539599523109	0
115.5	115.5	0	0	0	13.4	5.07143724104024	0
115.75	115.75	0	0	0	13.4	5.02710027751721	0
116	116	0	0	0	13.4	4.9823750070274	0
116.25	116.25	0	0	0	13.4	4.93725087599741	0
116.5	116.5	0	0	0	13.4	4.89171684557552	0
116.75	116.75	0	0	0	13.4	4.84576135981938	0
117	117	0	0	0	13.4	4.79937231115166	0
117.25	117.25	0	0	0	13.4	4.7525370027911	0
117.5	117.5	0	0	0	13.4	4.70524210782902	0
117.75	117.75	0	0	0	13.4	4.6574736245777	0
118	118	0	0	0	13.4	4.60921682776702	0
118.25	118.25	0	0	0	13.4	4.56045621510749	0
118.5	118.5	0	0	0	13.4	4.51117544867053	0
118.75	118.75	0	0	0	13.4	4.46135729045802	0
119	119	0	0	0	13.4	4.41098353144123	0
119.25	119.25	0	0	0	13.4	4.36003491324153	0
119.5	119.5	0	0	0	13.4	4.30849104149828	0
119.75	119.75	0	0	0	13.4	4.25633028981947	0
120	120	0	0	0	13.4	4.20352969303283	0
120.25	120.25	0	0	0	13.4	4.15006482824383	0
120.5	120.5	0	0	0	13.4	4.09590968195382	0
120.75	120.75	0	0	0	13.4	4.04103650118806	0
121	121	0	0	0	13.4	3.98541562621734	0
