0.000500000,0.010379500
0.011879500,0.014488300
0.027867800,0.011239300
0.040607100,0.010517700
0.052124800,0.006691400
0.059316200,0.006691400
0.067007600,0.011575300
0.079582900,0.014872300
0.096455200,0.013285800
0.111241000,0.001609500
0.112850500,0.001609500
0.120500000,0.006592600
0.130500000,0.011016500
0.142516500,0.007741100
0.151257600,0.012863900
0.165621500,0.008422700
0.174544200,0.011733600
0.187777800,0.006889300
0.195667100,0.010323500
0.206990600,0.001679500
0.210500000,0.016372200
0.228372200,0.013294900
0.243167100,0.015046500
0.259713600,0.018348500
0.280562100,0.012757000
0.294319100,0.018131300
0.314450400,0.006813400
0.322263800,0.009862500
0.333126300,0.007403800
0.341530100,0.010348100
0.352878200,0.001490000
0.354368200,0.001490000
0.360500000,0.001635700
0.370500000,0.010647100
0.382147100,0.017360500
0.401507600,0.010253100
0.412760700,0.007001700
0.420762400,0.011115200
0.432877600,0.019005200
0.453882800,0.013660400
0.469043200,0.015583200
0.486626400,0.010839300
0.498465700,0.012560100
0.512525800,0.012886200
0.526912000,0.009652700
0.537564700,0.012192400
0.551257100,0.007697200
0.559454300,0.007697200
0.568151500,0.001681700
0.570500000,0.016208700
0.588208700,0.001531900
0.590500000,0.001495200
0.600500000,0.005415700
0.610500000,0.016930700
0.628930700,0.015836100
0.646766800,0.014354300
0.662621100,0.007320700
0.670941800,0.018197900
0.691139700,0.006852800
0.698492500,0.006852800
0.706345300,0.015467200
0.723312500,0.001480500
0.724793000,0.001480500
0.730500000,0.011234900
0.742734900,0.012847900
0.757082800,0.013128200
0.771711000,0.011369300
0.784080300,0.011910500
0.797490800,0.017084200
0.816575000,0.014824900
0.832899900,0.010006900
0.843906800,0.009593200
0.854500000,0.010253300
0.866253300,0.002844400
0.869097700,0.002844400
0.872442100,0.012175800
0.886117900,0.018378100
0.906496000,0.003853000
0.910849000,0.008168500
0.919517500,0.008168500
0.928686000,0.018628900
0.949314900,0.007495100
0.957810000,0.017538900
0.977348900,0.001573300
0.978922200,0.001573300
0.980995500,0.009169000
0.991164500,0.016254200
1.008918700,0.014327500
1.024746200,0.017646600
1.044392800,0.017273000
1.063665800,0.010720700
1.075886500,0.010124000
1.087010500,0.007899100
1.095909600,0.011170300
1.108079900,0.012427000
1.122006900,0.007516300
1.130523200,0.012329400
1.143852600,0.007516300
1.152368900,0.016231000
1.170599900,0.010478600
1.182078500,0.013379400
1.196957900,0.014417700
1.212875600,0.010548800
1.224424400,0.015499400
1.241923800,0.010770400
1.253694200,0.010438000
1.265632200,0.001492000
1.267124200,0.001492000
1.270500000,0.011936600
1.283436600,0.015819100
1.301255700,0.016125200
1.318880900,0.011691000
1.332071900,0.010345400
1.343417300,0.012652700
1.357570000,0.001513000
1.359083000,0.001513000
1.361096000,0.007228900
1.370500000,0.015418100
1.387418100,0.004501100
1.392419200,0.011849300
1.405768500,0.011771700
1.418540200,0.009762600
1.429302800,0.014184300
1.444987100,0.015363200
1.462350300,0.001521200
1.463871500,0.001521200
1.470500000,0.007503300
1.480500000,0.011831500
1.493331500,0.015295100
1.510626600,0.014358100
1.526484700,0.012653800
1.540638500,0.007306300
1.548444800,0.007306300
1.556751100,0.016017600
1.574268700,0.005233700
1.580502400,0.015853800
1.597856200,0.010770500
1.609626700,0.011496900
1.622623600,0.012678300
1.636801900,0.016104900
1.654406800,0.010085900
1.665992700,0.002530000
1.668522700,0.002530000
1.671552700,0.010505500
1.683058200,0.011488400
1.696046600,0.010221000
1.707267600,0.009758600
1.718026200,0.018488600
1.738514800,0.001530000
1.740544800,0.011714300
1.753259100,0.017945100
1.773204200,0.017127200
1.792331400,0.011349800
1.804681200,0.011252500
1.817433700,0.004405500
1.822339200,0.001589400
1.823928600,0.001589400
1.830500000,0.008100400
1.840500000,0.017932500
1.859932500,0.014287400
1.876219900,0.016790900
1.894510800,0.018828500
1.915839300,0.006219400
1.922558700,0.009940100
1.933498800,0.018663000
1.954161800,0.011170300
1.966832100,0.002141200
1.968973300,0.002141200
1.971614500,0.001503000
1.980500000,0.011305300
1.992805300,0.009833800
2.003639100,0.017089000
2.022728100,0.013589300
2.037817400,0.018140000
2.057957400,0.001538000
